timestamp,open,high,low,close,volume
2018-01-02 04:00:00-05:00,169.1,169.11,169.1,169.11,2018.0
2018-01-02 04:30:00-05:00,169.2,169.2,169.2,169.2,1000.0
2018-01-02 04:45:00-05:00,169.16,169.18,169.1,169.18,5428.0
2018-01-02 05:00:00-05:00,169.25,169.29,169.0,169.0,3786.0
2018-01-02 05:15:00-05:00,169.03,169.19,169.03,169.19,1400.0
2018-01-02 05:45:00-05:00,169.35,169.35,169.35,169.35,221.0
2018-01-02 06:00:00-05:00,169.34,169.34,169.34,169.34,4939.0
2018-01-02 06:30:00-05:00,169.48,169.49,169.48,169.49,616.0
2018-01-02 06:45:00-05:00,169.49,169.67,169.49,169.67,6325.0
2018-01-02 07:00:00-05:00,169.52,169.81,169.51,169.81,9578.0
2018-01-02 07:15:00-05:00,169.82,169.85,169.81,169.85,4688.0
2018-01-02 07:30:00-05:00,169.95,170.2,169.95,170.1,17369.0
2018-01-02 07:45:00-05:00,170.05,170.05,169.96,170.05,5388.0
2018-01-02 08:00:00-05:00,170.01,170.12,169.53,169.95,15765.0
2018-01-02 08:15:00-05:00,169.85,170.12,169.85,170.05,42593.0
2018-01-02 08:30:00-05:00,170.09,170.17,170.0,170.13,20902.0
2018-01-02 08:45:00-05:00,170.14,170.19,170.05,170.12,34148.0
2018-01-02 09:00:00-05:00,170.15,170.28,170.12,170.25,25090.0
2018-01-02 09:15:00-05:00,170.24,170.33,170.05,170.22,43593.0
2018-01-02 09:30:00-05:00,170.16,170.35,169.26,170.3499,3275173.0
2018-01-02 09:45:00-05:00,170.335,171.07,170.335,170.98,2209733.0
2018-01-02 10:00:00-05:00,170.97,171.375,170.86,171.15,1372691.0
2018-01-02 10:15:00-05:00,171.14,171.58,171.09,171.5599,1110870.0
2018-01-02 10:30:00-05:00,171.54,171.6,171.32,171.393,981191.0
2018-01-02 10:45:00-05:00,171.4,171.54,171.2101,171.505,927282.0
2018-01-02 11:00:00-05:00,171.5,171.53,171.23,171.37,689742.0
2018-01-02 11:15:00-05:00,171.36,171.5,171.17,171.2766,845462.0
2018-01-02 11:30:00-05:00,171.275,171.34,171.1,171.21,607115.0
2018-01-02 11:45:00-05:00,171.21,171.33,171.1401,171.21,516568.0
2018-01-02 12:00:00-05:00,171.205,171.45,171.19,171.41,461244.0
2018-01-02 12:15:00-05:00,171.42,171.5,171.3,171.37,563444.0
2018-01-02 12:30:00-05:00,171.3615,171.4,171.22,171.27,396010.0
2018-01-02 12:45:00-05:00,171.28,171.41,171.22,171.28,339228.0
2018-01-02 13:00:00-05:00,171.29,171.58,171.2838,171.52,510840.0
2018-01-02 13:15:00-05:00,171.53,171.59,171.41,171.54,443908.0
2018-01-02 13:30:00-05:00,171.535,171.68,171.49,171.645,524028.0
2018-01-02 13:45:00-05:00,171.66,171.7,171.54,171.6886,450900.0
2018-01-02 14:00:00-05:00,171.68,172.11,171.66,172.06,1215071.0
2018-01-02 14:15:00-05:00,172.08,172.11,171.86,171.91,753620.0
2018-01-02 14:30:00-05:00,171.9001,172.09,171.9001,172.0001,543898.0
2018-01-02 14:45:00-05:00,172.0,172.015,171.96,171.98,430473.0
2018-01-02 15:00:00-05:00,171.98,171.99,171.8199,171.91,552230.0
2018-01-02 15:15:00-05:00,171.91,171.92,171.7,171.85,611937.0
2018-01-02 15:30:00-05:00,171.86,172.07,171.8337,172.06,658841.0
2018-01-02 15:45:00-05:00,172.05,172.3,171.95,172.26,1854238.0
2018-01-02 16:00:00-05:00,172.19,172.26,172.02,172.13,322420.0
2018-01-02 16:15:00-05:00,172.13,172.16,172.12,172.12,13778.0
2018-01-02 16:30:00-05:00,172.12,172.26,172.12,172.19,15216.0
2018-01-02 16:45:00-05:00,172.18,172.2,172.12,172.2,3693.0
2018-01-02 17:00:00-05:00,172.14,172.14,172.04,172.05,7554.0
2018-01-02 17:15:00-05:00,172.06,172.1,172.06,172.1,5360.0
2018-01-02 17:30:00-05:00,172.1,172.15,172.1,172.11,118350.0
2018-01-02 17:45:00-05:00,172.15,172.24,172.11,172.11,11872.0
2018-01-02 18:00:00-05:00,172.12,172.19,172.05,172.19,3992.0
2018-01-02 18:15:00-05:00,172.1,172.23,172.04,172.07,5174.0
2018-01-02 18:30:00-05:00,172.03,172.07,172.03,172.03,1095.0
2018-01-02 18:45:00-05:00,172.07,172.15,172.06,172.15,2331.0
2018-01-02 19:00:00-05:00,172.05,172.23,172.05,172.15,1932.0
2018-01-02 19:15:00-05:00,172.17,172.25,172.17,172.25,1012.0
2018-01-02 19:30:00-05:00,172.18,172.26,172.18,172.26,2627.0
2018-01-02 19:45:00-05:00,172.23,172.3,172.23,172.3,5077.0
2018-01-03 04:00:00-05:00,172.66,172.66,172.66,172.66,145.0
2018-01-03 04:15:00-05:00,172.66,172.66,172.66,172.66,613.0
2018-01-03 05:00:00-05:00,172.66,172.66,172.66,172.66,227.0
2018-01-03 06:15:00-05:00,172.79,172.79,172.75,172.75,800.0
2018-01-03 06:30:00-05:00,172.75,172.75,172.75,172.75,4575.0
2018-01-03 07:00:00-05:00,172.75,172.75,172.51,172.57,3132.0
2018-01-03 07:15:00-05:00,172.6,172.6,172.5,172.51,13741.0
2018-01-03 07:30:00-05:00,172.51,172.6,172.5,172.56,5904.0
2018-01-03 07:45:00-05:00,172.56,172.56,172.51,172.55,2477.0
2018-01-03 08:00:00-05:00,172.55,172.65,172.42,172.55,24462.0
2018-01-03 08:15:00-05:00,172.55,172.59,172.46,172.55,7611.0
2018-01-03 08:30:00-05:00,172.53,172.58,172.45,172.58,17569.0
2018-01-03 08:45:00-05:00,172.58,172.6,172.46,172.5,7678.0
2018-01-03 09:00:00-05:00,172.55,172.74,172.55,172.63,18331.0
2018-01-03 09:15:00-05:00,172.63,172.67,172.47,172.52,238578.0
2018-01-03 09:30:00-05:00,172.53,173.35,172.18,173.2,2604424.0
2018-01-03 09:45:00-05:00,173.2,173.9,172.82,173.865,1645307.0
2018-01-03 10:00:00-05:00,173.89,174.41,173.76,174.075,1712150.0
2018-01-03 10:15:00-05:00,174.07,174.09,173.78,174.03,1068374.0
2018-01-03 10:30:00-05:00,174.04,174.55,173.9,174.495,1192351.0
2018-01-03 10:45:00-05:00,174.5,174.55,174.08,174.15,911866.0
2018-01-03 11:00:00-05:00,174.16,174.29,174.05,174.19,1084313.0
2018-01-03 11:15:00-05:00,174.2,174.245,173.94,173.96,673187.0
2018-01-03 11:30:00-05:00,173.96,173.97,173.5004,173.5005,1079471.0
2018-01-03 11:45:00-05:00,173.5,173.73,173.5,173.66,642514.0
2018-01-03 12:00:00-05:00,173.67,173.73,173.4525,173.59,751233.0
2018-01-03 12:15:00-05:00,173.5806,173.595,173.41,173.49,452396.0
2018-01-03 12:30:00-05:00,173.495,173.52,173.315,173.4534,621350.0
2018-01-03 12:45:00-05:00,173.46,173.52,173.22,173.32,696610.0
2018-01-03 13:00:00-05:00,173.33,173.34,173.09,173.27,550860.0
2018-01-03 13:15:00-05:00,173.265,173.49,173.26,173.37,436878.0
2018-01-03 13:30:00-05:00,173.3699,173.395,173.03,173.09,482065.0
2018-01-03 13:45:00-05:00,173.09,173.13,172.93,172.972,561595.0
2018-01-03 14:00:00-05:00,172.98,173.03,172.82,172.96,526236.0
2018-01-03 14:15:00-05:00,172.96,173.085,172.77,172.8734,812332.0
2018-01-03 14:30:00-05:00,172.877,172.9,172.61,172.84,668971.0
2018-01-03 14:45:00-05:00,172.84,172.895,172.33,172.39,889076.0
2018-01-03 15:00:00-05:00,172.385,172.51,172.2,172.3333,1003895.0
2018-01-03 15:15:00-05:00,172.34,172.59,172.16,172.26,967680.0
2018-01-03 15:30:00-05:00,172.27,172.54,172.22,172.22,1067418.0
2018-01-03 15:45:00-05:00,172.23,172.53,171.96,172.18,2987764.0
2018-01-03 16:00:00-05:00,172.17,172.23,171.91,172.05,668201.0
2018-01-03 16:15:00-05:00,172.09,172.23,171.94,172.23,141079.0
2018-01-03 16:30:00-05:00,172.0,172.0,171.95,172.0,50010.0
2018-01-03 16:45:00-05:00,172.0,172.07,171.98,171.99,5052.0
2018-01-03 17:00:00-05:00,171.99,172.09,171.94,172.08,19760.0
2018-01-03 17:15:00-05:00,172.07,172.14,172.07,172.08,12480.0
2018-01-03 17:30:00-05:00,172.07,172.1,172.01,172.05,5179.0
2018-01-03 17:45:00-05:00,172.05,172.1,172.05,172.07,1295.0
2018-01-03 18:00:00-05:00,172.1,172.12,172.02,172.02,8639.0
2018-01-03 18:15:00-05:00,172.02,172.02,171.95,171.96,15788.0
2018-01-03 18:30:00-05:00,171.94,172.0,171.94,171.95,2650.0
2018-01-03 18:45:00-05:00,172.0,172.0,171.98,172.0,118846.0
2018-01-03 19:00:00-05:00,172.0,172.07,172.0,172.0,155183.0
2018-01-03 19:15:00-05:00,172.03,172.07,172.03,172.06,600.0
2018-01-03 19:30:00-05:00,172.06,172.06,171.96,171.96,3101.0
2018-01-03 19:45:00-05:00,172.0,172.05,172.0,172.0,9218.0
2018-01-04 04:00:00-05:00,172.4,172.41,172.4,172.41,469.0
2018-01-04 04:15:00-05:00,172.4,172.4,172.4,172.4,700.0
2018-01-04 05:15:00-05:00,172.6,172.8,172.6,172.8,1699.0
2018-01-04 06:00:00-05:00,172.61,172.61,172.5,172.51,2749.0
2018-01-04 06:15:00-05:00,172.51,172.61,172.51,172.61,2400.0
2018-01-04 06:30:00-05:00,172.61,172.68,172.61,172.68,456.0
2018-01-04 06:45:00-05:00,172.68,172.68,172.68,172.68,277.0
2018-01-04 07:00:00-05:00,172.56,172.62,172.56,172.58,1639.0
2018-01-04 07:15:00-05:00,172.6,172.69,172.53,172.69,6561.0
2018-01-04 07:30:00-05:00,172.65,172.77,172.63,172.77,5471.0
2018-01-04 07:45:00-05:00,172.77,172.77,172.61,172.61,4408.0
2018-01-04 08:00:00-05:00,172.68,172.77,172.56,172.77,18310.0
2018-01-04 08:15:00-05:00,172.76,172.88,172.63,172.83,25824.0
2018-01-04 08:30:00-05:00,172.8,172.85,172.72,172.8,12703.0
2018-01-04 08:45:00-05:00,172.8,172.88,172.76,172.8,15274.0
2018-01-04 09:00:00-05:00,172.8,172.87,172.77,172.77,11380.0
2018-01-04 09:15:00-05:00,172.76,172.8,172.59,172.71,16480.0
2018-01-04 09:30:00-05:00,172.54,173.12,172.08,172.36,2399992.0
2018-01-04 09:45:00-05:00,172.36,173.16,172.25,172.94,1494753.0
2018-01-04 10:00:00-05:00,172.94,173.24,172.66,173.24,1001723.0
2018-01-04 10:15:00-05:00,173.2327,173.41,173.03,173.17,1036294.0
2018-01-04 10:30:00-05:00,173.18,173.47,173.03,173.09,931244.0
2018-01-04 10:45:00-05:00,173.0947,173.23,172.87,172.955,984184.0
2018-01-04 11:00:00-05:00,172.96,173.11,172.75,173.05,740646.0
2018-01-04 11:15:00-05:00,173.0401,173.22,172.89,173.19,843887.0
2018-01-04 11:30:00-05:00,173.19,173.47,173.09,173.13,920804.0
2018-01-04 11:45:00-05:00,173.13,173.32,173.016,173.03,500104.0
2018-01-04 12:00:00-05:00,173.02,173.2163,173.0,173.1123,464389.0
2018-01-04 12:15:00-05:00,173.11,173.15,172.66,172.74,635293.0
